Site.Code,Round,Name,SiteRound,Date,Year,Month,Day,Time.Start,Time.Stop,Survey.Time,Observers,Pond.Type,Lat,Long,Easting,Northing,Property.Owner,HUC10.Name,HUC12.Name,Nearest,Area,Elevevation,Pond.Made,Source,Developed200m,Forest200m,Wetlands200m,Lawn200m,HerbScrub200m,Water200m,Developed500m,Forest500m,Wetlands500m,Lawn500m,HerbScrub500m,Water500m,Barren.Land.1000m,Cultivated.Crops.1000m,Deciduous.Forest.1000m,Developed.High.Intensity.1000m,Developed.Low.Intensity.1000m,Developed.Medium.Intensity.1000m,Developed.Open.Space.1000m,Emergent.Herbaceuous.Wetlands.1000m,Evergreen.Forest.1000m,Hay.Pasture.1000m,Herbaceuous.1000m,Mixed.Forest.1000m,Open.Water.1000m,Shrub.Scrub.1000m,Woody.Wetlands.1000m,Developed1000m,Forest1000m,Wetlands1000m,Lawn1000m,HerbScrub1000m,Water1000m,Air.Temp,Wind,Humidity,Clouds,In.OutFlow,Canopy.Cover,Water.Temp,Conductivity,Sp.Condunctivity,DO.p,DO.mg,Salinity,Chloride,Turbidity,pH,av.DO,av.DOp,av.SpC,av.pH,av.Sal,av.Turb,av.temp,av.Chlor,Nitrate,People,Perc.Open.Water,Perc.Emergent,Perc.Total.Floating,Perc.Substrate,Perc.Submergent,Substrate,Surface.Heterogeneity ,Sub.Heterogeneity ,Sub.Score,Woody.Debris,Hab.Complexity,av.HC,Notes.2020,Notes.2019,Total.Rich.Native,Plant.Rich,Invert.Rich,Fish.Rich,Vert.Rich,Animal.Rich,Inv.Fish.Rich,Total.Rich,Inv.Fish.P,Herp.Rich,Amphib.Rich,L.clamitans,L.catesbeiana,A.americanus,L.pipiens,H.versicolor,L.palustris,P.maculata,P.crucifer,N.viridescens,Lithobates.spp,Turtles,C.picta,C.serpentina,E.blandingii,Turtle.Rich,Snakes,Fish,C.inconstans,U.limi,P.promelas,N.cornutus,Sm.Unidentified,Lg.Unidentified,L.gibbosus,L.macrochirus,A.melas,C.auratus,Lepomis.spp,L.cyanellus,M.salmoides,C.carpio,Amphipoda.Hyalellidae,Arachnida.Pisauridae,Bivalvia.Sphaeriidae,Bivalvia.Unionidae,Cladocera.spp,Coleoptera.Curculionoidea,Coleoptera.Dytiscidae,Coleoptera.Gyrinidae,Coleoptera.Haliplidae,Coleoptera.Hydrophilidae,Coleoptera.Lampyridae,Coleoptera.Scirtidae,Coleoptera.spp,Collembola.spp,Copepoda.spp,Decapoda.Cambaridae,Diptera.Ceratopogonidae,Diptera.Chaoboridae,Diptera.Chironomidae,Diptera.Culicidae,Diptera.Dixidae,Diptera.Dolichopodidae,Diptera.Ephydridae,Diptera.Psychodidae,Diptera.Sciomyzidae,Diptera.Stratiomyidae,Diptera.Tabanidae,Diptera.Tanyderidae,Diptera.Tipulidae,Diptera.spp,Ephemeroptera.Baetidae,Ephemeroptera.Caenidae,Ephemeroptera.Siphlonuridae,Gastropoda.Ancylidae,Gastropoda.Lymnaeidae,Gastropoda.Physidae,Gastropoda.Planorbidae,Gastropoda.Viviparidae,Hemiptera.Belostomatidae,Hemiptera.Corixidae,Hemiptera.Gerridae,Hemiptera.Mesoveliidae,Hemiptera.Nepidae,Hemiptera.Notonectidae,Hemiptera.Pleidae,Hemiptera.Saldidae,Hemiptera.spp,Hemiptera.Veliidae,Hirudinea.spp,Hydrachnidiae.spp,Isopoda.Asellidae,Lepidoptera.Pyralidae,Odonata.Aeshnidae,Odonata.Coenagrionidae,Odonata.Lestidae,Odonata.Libellulidae,Odonata.spp,Ostracod.spp,Plecoptera.Perlodidae,Trichoptera.Hydroptilidae,Trichoptera.Leptoceridae,Inverts.SEINE,Seine.Distance,Notes.Sweep.Seine,Potamogeton.nodosus,Phalaras.arundinacea,Eleocharis.spp,Ceratophyllum.demersum,Myriophyllum.spicatum,Polygonum.pensylvanicum,Aster.spp,Iris.versicolor,Potamogeton.foliosus,Typha.spp,Sparganium.spp,Scirpus.validus,Carex.spp,Lemna.minor,Sagittaria.latifolia,Elodia.canadensis,Wolffia.columbiana,Stuckenia.pectinata,Sagittaria.cuneata,Alisma.spp,Scirpus.spp,Scirpus.cyperinus,Riccia.fluitans,Potamogeton.spp,Salix.spp,Juncus.effiusus,Lemna.trisula,Drepanocladus.spp,Chara.contraria,Polygonum.amphibium,Ranunculus.sceleratus,Typha.angustifolia,Chara.globularis,Potamogeton.crispus,Phragmites.australis,Utricularia.macrorhiza,Typha.latifolia,Cicuta.bulbifera,Eleocharis.acicularis,Scirpus.fluviatilis,Scirpus.actutus,Spirodela.polyrhiza,Ludwigia.palustris,Vallisneria.americana,Acorus.calamus,Sparganium.eurycarpum,Eleocharis.palustris,Ranunculus.aquatilis,Poa.spp,Chara.spp,Chara.braunii,Myriophyllum.spp,Najas.flexilis,Nuphar.variegata,Pontederia.cordata,Nitella.flexilis,Elodia.nuttalli,Nymphaea.odorata,Potamogeton.zosteriformis,Scirpus.americanus,Lythrum.salicaria,Lycopus.americanus,Nasturtium.officinale,Impatiens.capensis,Sparganium.angustifolium,Ranunculus.flabellaris,Stuckenia.filiformis,Callitriche.palustris,Zannichellia.palustris
ET1,4,Edna Pond 1,ET1_4,7/14/2020,2020,7,14,11:08:00,12:13:00,1:05,DCT,Green Space,43.05608322,-89.3120198,311719.0125,4769636.993,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,62.97,1832,NA,1957,Stormwater,0.134751773,0.482269504,0.262411348,0.028368794,0.092198582,0,0.610792193,0.135476464,0.136624569,0.066590126,0.041331803,0.009184845,0,0.001430206,0.050629291,0.148455378,0.368993135,0.231979405,0.090675057,0.042906178,0,0.024599542,0,0.01687643,0.003718535,0,0.019736842,0.749427918,0.067505721,0.062643021,0.090675057,0.026029748,0.003718535,24,13,61,NA,1,0,24.7,96.2,96.8,98.6,7.96,0.04,419.75,215.8,7.25,5.97,71.65,161.25,7.07,0.08,196.43,22.18,86.08,NA,0,45,10,5,10,90,"Firm Soil,Super Muddy,Leaf Litter",4,2,3,1,2.5,2.63,"Emergent extremely thick around entire pond making access difficult. Percentage and dominant dependent on where you define site edge. Flooded into trees, but considered site to edge of typha as NHWL. Submergent up to surface. Water column filled with submergent and some between typha.",NA,41,10,25,3,6,31,0,41,0,3,3,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"Large schools of juv black bullhead catfish,,,,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ET1,1,Edna Pond 1,ET1_1,6/13/2019,2019,6,13,12:46:00,13:32:00,0:46,"DP,RH,EP,CL",Green Space,43.05608322,-89.3120198,311719.0125,4769636.993,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,62.97,1832,270,1957,Stormwater,0.134751773,0.482269504,0.262411348,0.028368794,0.092198582,0,0.610792193,0.135476464,0.136624569,0.066590126,0.041331803,0.009184845,0,0.001430206,0.050629291,0.148455378,0.368993135,0.231979405,0.090675057,0.042906178,0,0.024599542,0,0.01687643,0.003718535,0,0.019736842,0.749427918,0.067505721,0.062643021,0.090675057,0.026029748,0.003718535,18,15,39,38,NA,2,21.8,318.6,339.1,84.2,7.17,0.16,69.02,170.6,NA,5.97,71.65,161.25,7.07,0.08,196.43,22.18,86.08,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*other in veg=submerged *no VES,41,10,25,3,6,31,0,41,0,3,3,1,0,1,0,0,0,0,0,0,1,NA,0,0,0,0,NA,fathead minnows,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET1,2,Edna Pond 1,ET1_2,7/19/2019,2019,7,19,8:32:00,8:36:00,0:04,"BC,EC,CL",Green Space,43.05608322,-89.3120198,311719.0125,4769636.993,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,62.97,1832,215,1957,Stormwater,0.134751773,0.482269504,0.262411348,0.028368794,0.092198582,0,0.610792193,0.135476464,0.136624569,0.066590126,0.041331803,0.009184845,0,0.001430206,0.050629291,0.148455378,0.368993135,0.231979405,0.090675057,0.042906178,0,0.024599542,0,0.01687643,0.003718535,0,0.019736842,0.749427918,0.067505721,0.062643021,0.090675057,0.026029748,0.003718535,NA,NA,NA,NA,NA,2,23.2,77.7,80.3,78,6.42,0.04,5.62,101.9,NA,5.97,71.65,161.25,7.07,0.08,196.43,22.18,86.08,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Large mosquito density, technicians could not reach main pond due to flooding and cattail density, modified survey protocol was implemented",41,10,25,3,6,31,0,41,0,3,3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,Fatheads,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Unable to reach main pond body due to flooding and cattail density, modified protocol employed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET2,3,Edna Pond 2,ET2_3,5/31/2020,2020,5,31,11:07:00,12:45:00,1:38,DCT,Green Space,43.05597012,-89.31349066,311598.881,4769627.735,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2111,NA,1968,Stormwater,0.129496403,0.323741007,0.395683453,0.057553957,0.09352518,0,0.547428571,0.158857143,0.156571429,0.073142857,0.054857143,0.009142857,0,0,0.053038991,0.143061927,0.385321101,0.219610092,0.095183486,0.040137615,0,0.023509174,0,0.018922018,0.002293578,0,0.018922018,0.747993119,0.071961009,0.059059633,0.095183486,0.023509174,0.002293578,16,6,44,0,2,5,20.8,145.1,157.9,67.9,5.98,0.07,172.05,225.6,7.21,5.42,62.93,198.13,6.96,0.09,187.55,22.25,91.1,NA,4,25,25,50,15,85,",,NA",3,2,3,5,3.25,3.38,"Great habitat with shallow emergent parts, deeper submergent parts, lots of woody debris, variety of plant species, firm soil areas, deep flocculent and Typha leaf litter areas. Although duckweed on top, deep submergent layer in water column.",NA,47,16,22,3,9,31,0,47,0,6,4,1,0,1,0,0,0,0,0,0,NA,"Painted,Snapping,,,NA",1,1,0,2,NA,"Fathead minnow, Mud Minnow,,,,NA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ET2,4,Edna Pond 2,ET2_4,7/14/2020,2020,7,14,12:34:00,13:34:00,1:00,DCT,Green Space,43.05597012,-89.31349066,311598.881,4769627.735,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2111,NA,1968,Stormwater,0.129496403,0.323741007,0.395683453,0.057553957,0.09352518,0,0.547428571,0.158857143,0.156571429,0.073142857,0.054857143,0.009142857,0,0,0.053038991,0.143061927,0.385321101,0.219610092,0.095183486,0.040137615,0,0.023509174,0,0.018922018,0.002293578,0,0.018922018,0.747993119,0.071961009,0.059059633,0.095183486,0.023509174,0.002293578,26,14,56,30,2,5,24.3,100.8,102.1,16.6,1.35,0.05,3.28,245.4,6.71,5.42,62.93,198.13,6.96,0.09,187.55,22.25,91.1,NA,1,10,20,70,50,50,"Firm Soil,Mud,Leaf Litter",1,5,3,5,3.5,3.38,"Parts with firm soil, others with mud and thicc flocculent, mostly around edges. Open water had thick submergent vegetation, edges muddy flocc. Hard to determine submergent. Lots of wood ducks (6) and CAGO (12), tons of frogs, few inverts most sweeps just mud.",NA,47,16,22,3,9,31,0,47,0,6,4,1,1,0,0,0,0,0,0,0,NA,"Painted,,,,",1,0,0,2,Garter,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET2,1,Edna Pond 2,ET2_1,6/13/2019,2019,6,13,11:19:00,12:19:00,1:00,"DP,CL,RH,EP",Green Space,43.05597012,-89.31349066,311598.881,4769627.735,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2111,264,1968,Stormwater,0.129496403,0.323741007,0.395683453,0.057553957,0.09352518,0,0.547428571,0.158857143,0.156571429,0.073142857,0.054857143,0.009142857,0,0,0.053038991,0.143061927,0.385321101,0.219610092,0.095183486,0.040137615,0,0.023509174,0,0.018922018,0.002293578,0,0.018922018,0.747993119,0.071961009,0.059059633,0.095183486,0.023509174,0.002293578,18,15,47,14,NA,16,19.6,323.7,361.2,103.3,9.19,0.17,81.18,168.1,NA,5.42,62.93,198.13,6.96,0.09,187.55,22.25,91.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*perimeter=227*other zoop tow lengths not listed,47,16,22,3,9,31,0,47,0,6,4,1,0,1,0,0,0,0,0,0,0,Painted,1,0,0,2,NA,fathead minnows,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET2,2,Edna Pond 2,ET2_2,7/19/2019,2019,7,19,8:07:00,8:22:00,0:15,"EC,BC,CL",Green Space,43.05597012,-89.31349066,311598.881,4769627.735,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2111,245,1968,Stormwater,0.129496403,0.323741007,0.395683453,0.057553957,0.09352518,0,0.547428571,0.158857143,0.156571429,0.073142857,0.054857143,0.009142857,0,0,0.053038991,0.143061927,0.385321101,0.219610092,0.095183486,0.040137615,0,0.023509174,0,0.018922018,0.002293578,0,0.018922018,0.747993119,0.071961009,0.059059633,0.095183486,0.023509174,0.002293578,24,0,NA,80,NA,16,24.3,169,171.3,63.9,5.16,0.08,20.08,111.1,NA,5.42,62.93,198.13,6.96,0.09,187.55,22.25,91.1,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,16,22,3,9,31,0,47,0,6,4,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,2,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,3,Edna Pond 3,ET3_3,6/1/2020,2020,6,1,9:27:00,10:15:00,0:48,DCT,Green Space,43.05620248,-89.31418145,311543.3357,4769655.092,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2986,NA,2000,Stormwater,0.260869565,0.195652174,0.384057971,0.086956522,0.072463768,0,0.539170507,0.164746544,0.167050691,0.066820276,0.052995392,0.00921659,0,0,0.05291762,0.141304348,0.393306636,0.220823799,0.092677346,0.038615561,0,0.023455378,0,0.018878719,0.00228833,0,0.015732265,0.755434783,0.071796339,0.054347826,0.092677346,0.023455378,0.00228833,16,11,59,100,3,20,18.4,71.2,81.4,78.1,7.16,0.04,157.84,171.4,7.11,5.59,67.73,154.1,7.32,0.07,153.15,21.8,78.11,NA,4,90,12,8,95,5,"Super Muddy,leaf litter,NA",3,1,2,3,2.25,2.25,"Lots of emergent, but no cattails. Substrate deep mud with leaf litter and smells terrible. Very few submergent veg.",NA,32,14,15,0,3,18,0,32,0,3,2,1,0,0,0,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ET3,4,Edna Pond 3,ET3_4,7/14/2020,2020,7,14,13:39:00,14:18:00,0:39,DCT,Green Space,43.05620248,-89.31418145,311543.3357,4769655.092,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2986,NA,2000,Stormwater,0.260869565,0.195652174,0.384057971,0.086956522,0.072463768,0,0.539170507,0.164746544,0.167050691,0.066820276,0.052995392,0.00921659,0,0,0.05291762,0.141304348,0.393306636,0.220823799,0.092677346,0.038615561,0,0.023455378,0,0.018878719,0.00228833,0,0.015732265,0.755434783,0.071796339,0.054347826,0.092677346,0.023455378,0.00228833,27,14,57,90,3,15,27.2,96,92,125.2,9.64,0.04,3.97,149.7,7.53,5.59,67.73,154.1,7.32,0.07,153.15,21.8,78.11,NA,7,75,15,10,95,5,"Super Muddy,Leaf Litter,NA",3,1,2,3,2.25,2.25,"Thick mud, with hair algae mats on top of leaf litter, but next to no submergent. Mosquitos bad, pond gross.",NA,32,14,15,0,3,18,0,32,0,3,2,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ET3,1,Edna Pond 3,ET3_1,6/13/2019,2019,6,13,10:03:00,10:45:00,0:42,"DP,CL,RH,EP",Green Space,43.05620248,-89.31418145,311543.3357,4769655.092,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2986,270,2000,Stormwater,0.260869565,0.195652174,0.384057971,0.086956522,0.072463768,0,0.539170507,0.164746544,0.167050691,0.066820276,0.052995392,0.00921659,0,0,0.05291762,0.141304348,0.393306636,0.220823799,0.092677346,0.038615561,0,0.023455378,0,0.018878719,0.00228833,0,0.015732265,0.755434783,0.071796339,0.054347826,0.092677346,0.023455378,0.00228833,17,15,49,4,NA,17,17.9,318.5,368.8,2.8,0.26,0.18,71.25,202.6,NA,5.59,67.73,154.1,7.32,0.07,153.15,21.8,78.11,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*other veg=lilypads *no VES (too big)  *completely covered in duckweed,32,14,15,0,3,18,0,32,0,3,2,0,0,0,0,0,0,0,0,0,0,Painted,1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,2,Edna Pond 3,ET3_2,7/19/2019,2019,7,19,7:47:00,8:03:00,0:16,"BC,CL,EC",Green Space,43.05620248,-89.31418145,311543.3357,4769655.092,CITY OF MADISON PARKS EDNA TAYLOR PARK,Lake Monona-Yahara River,Lake Monona-Yahara River,25.78,2986,283,2000,Stormwater,0.260869565,0.195652174,0.384057971,0.086956522,0.072463768,0,0.539170507,0.164746544,0.167050691,0.066820276,0.052995392,0.00921659,0,0,0.05291762,0.141304348,0.393306636,0.220823799,0.092677346,0.038615561,0,0.023455378,0,0.018878719,0.00228833,0,0.015732265,0.755434783,0.071796339,0.054347826,0.092677346,0.023455378,0.00228833,74,6,84,NA,NA,17,23.7,72.3,74.2,64.8,5.28,0.03,5.24,88.9,NA,5.59,67.73,154.1,7.32,0.07,153.15,21.8,78.11,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,14,15,0,3,18,0,32,0,3,2,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"11 Sweeps, 3 Seines - Nothing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
